id,value
id_0,5.174960398984746
id_1,18.30621425352787
id_2,20.491218094180525
id_3,11.523942869805389
id_4,26.616056752306157
id_5,20.531348081761223
id_6,21.906551018797366
id_7,31.73646874706884
id_8,13.391674055111707
id_9,64.45646650291954
id_10,20.26456883615944
id_11,15.358576077361239
id_12,68.58947276926723
id_13,48.428113747457196
id_14,18.702333824193204
id_15,10.188595737466692
id_16,30.740362859820404
id_17,71.13221776355104
id_18,-4.130517391262478
id_19,18.235694016428674
id_20,38.57892227500775
id_21,71.3115197253133
id_22,7.410348162634072
id_23,18.717955330321423
id_24,14.93725026008457
id_25,36.719736694705325
id_26,17.961697005662707
id_27,75.78946287210537
id_28,12.30931024861448
id_29,56.2953517396496
id_30,25.11316086566146
id_31,4.610248674094024
id_32,2.4837705545150612
id_33,24.759422261321284
id_34,30.48028046559117
id_35,38.46393074642662
id_36,44.202310609330056
id_37,30.086836019866
id_38,40.47367501574007
id_39,29.226479902317358
id_40,5.60645605434393
id_41,38.666016078789625
id_42,34.6102134318772
id_43,48.38969750738481
id_44,14.757247666944158
id_45,34.46682011087206
id_46,27.483106874184344
id_47,12.000879378154053
id_48,21.378036151603823
id_49,28.54440309166326
id_50,20.165513818411597
id_51,10.796678149746478
id_52,22.17103575575011
id_53,53.446263109352266
id_54,12.219581121610005
id_55,43.30096845517153
id_56,32.182335103285425
id_57,22.5672175145708
id_58,56.739514165547064
id_59,20.74505294529547
id_60,15.028854557473307
id_61,39.8553015903851
id_62,12.97534068072829
id_63,51.74165959283005
id_64,18.783369632539866
id_65,12.348752842777706
id_66,15.633623653541894
id_67,-0.05887147068501264
id_68,41.50801107307598
id_69,31.548747530656023
id_70,18.604251157547072
id_71,37.47681972488066
id_72,56.520390657623054
id_73,6.587877193521933
id_74,12.229339737435048
id_75,5.203696404134668
id_76,47.9273751038006
id_77,13.020705685594647
id_78,17.110301693903597
id_79,20.60323453100205
id_80,21.2844815607846
id_81,38.692935290511784
id_82,30.020716675725815
id_83,88.76740666723545
id_84,35.98470023966825
id_85,26.756913553477165
id_86,23.963516843564417
id_87,32.747242828083074
id_88,22.189043755319936
id_89,20.99215885362655
id_90,29.555994316645453
id_91,40.99216886651781
id_92,8.62511780991155
id_93,32.32147180887791
id_94,46.59804436536764
id_95,22.88407082672353
id_96,31.518129728251658
id_97,11.198233479766113
id_98,28.527436642529604
id_99,0.2911506800896273
id_100,17.966961079539715
id_101,27.124163929470146
id_102,11.398232780652826
id_103,16.426426865673513
id_104,23.42526104692217
id_105,40.61608267056839
id_106,25.864125026560362
id_107,5.4227369516723645
id_108,10.794921122256106
id_109,72.86213692992125
id_110,48.02283705948139
id_111,15.74680827690296
id_112,24.670410614177936
id_113,12.827793326536707
id_114,10.158057570240517
id_115,27.26922334202098
id_116,29.208738577932415
id_117,8.835339619930723
id_118,20.051088137129753
id_119,20.21233374376426
id_120,79.90600929870557
id_121,18.061614288263616
id_122,30.54280934130434
id_123,25.98079237772805
id_124,5.212577268164779
id_125,30.35569730585622
id_126,7.768322888914639
id_127,15.328268255393304
id_128,22.66636571769795
id_129,62.74205421109009
id_130,18.950780367988024
id_131,19.07635563083855
id_132,61.371574091637086
id_133,15.88456205262969
id_134,13.409418077705553
id_135,0.8487724836112971
id_136,7.8349967173041435
id_137,57.01282901179678
id_138,25.607996751813843
id_139,4.96170472924206
id_140,36.414879039062725
id_141,28.79000672197592
id_142,49.194120961976374
id_143,40.306869855734476
id_144,13.316180593982697
id_145,27.66101187522916
id_146,17.158027524366744
id_147,49.6872625692968
id_148,23.030272291604767
id_149,39.24093652484275
id_150,13.196753889412522
id_151,5.948893701039431
id_152,25.821608976304244
id_153,8.25863421429164
id_154,19.146320517225604
id_155,43.182486526516726
id_156,6.7178435780930155
id_157,33.869615246810675
id_158,15.369937846981847
id_159,16.939044973551923
id_160,37.88533679463485
id_161,19.202484541054424
id_162,9.059504715654736
id_163,10.283399610648477
id_164,48.6724471256983
id_165,30.58771621323081
id_166,2.477409897532162
id_167,12.81160393780595
id_168,70.32478980976462
id_169,14.84096769406704
id_170,68.86558756678859
id_171,42.74199244486635
id_172,24.000261542920178
id_173,23.420724860321428
id_174,61.67212443568237
id_175,25.49420284505924
id_176,19.00480978686908
id_177,34.886682881896846
id_178,9.402313398379746
id_179,29.520011314408023
id_180,14.573965885700494
id_181,9.125563143203577
id_182,52.81258399813186
id_183,45.039537994389605
id_184,17.452434679183273
id_185,38.49393527971434
id_186,27.038919092643837
id_187,65.58170967424583
id_188,7.037306380769596
id_189,52.71447713411571
id_190,38.206459337049765
id_191,21.16980105955784
id_192,30.24755687948839
id_193,2.714422989716304
id_194,19.932932587640824
id_195,-3.413332337603883
id_196,32.445999402813165
id_197,10.582973029979915
id_198,21.77522570725845
id_199,62.46529206567787
id_200,24.132943687316455
id_201,26.20123964740096
id_202,63.74447723440289
id_203,2.8342977741290696
id_204,14.37924698697881
id_205,9.36985073175385
id_206,9.881166613595404
id_207,3.4949453589721386
id_208,122.60804937921782
id_209,21.083513014480552
id_210,17.53222059945513
id_211,20.183098344596992
id_212,36.39313221228181
id_213,34.9351512052907
id_214,18.830312661458613
id_215,38.3445555227233
id_216,77.91663413807036
id_217,1.7953235508882237
id_218,13.445827939135771
id_219,36.131155590412114
id_220,15.150403498166304
id_221,12.941848334417891
id_222,113.12524093786391
id_223,15.224604677934337
id_224,14.824025968612077
id_225,59.267353688540446
id_226,10.583695290718495
id_227,20.99306256353216
id_228,9.789365880830383
id_229,4.771180008705997
id_230,47.92780690481289
id_231,12.399438394751009
id_232,48.14647656264416
id_233,40.46638039656416
id_234,16.94059027033295
id_235,41.26654448941876
id_236,69.027892033729
id_237,40.3462492441224
id_238,14.313743982871138
id_239,15.770726634219809
